asset_id,bank,url,language,id_source,match_score,stem,file,safe_name,image_count,cta_count,cta_keyword_hits,word_count,link_count,has_viewport_meta,img_srcs,h1_count,h2_count,h3_count,h4_count,h5_count,h6_count,page_width,page_height,page_dominant_colour,page_palette,page_brightness,page_colourfulness,page_whiteness_ratio,screenshot_matched
argenta__les-jeunes__fr__98142a6656,Argenta,https://www.argenta.be/fr/thema/les-jeunes.html,fr,assets_table_fuzzy_match,0.8,argenta_les-jeunes-html,argenta_les-jeunes-html.html,les-jeunes-html,14,19,0,1330,154,True,"['/etc.clientlibs/argenta/clientlibs/clientlib-site/resources/img/argenta-logo.svg', '/content/dam/argenta/iconen/Mobiel.jpg', '/content/dam/argenta/iconen/foundations/wonen_huis.png', '/content/dam/argenta/entry-points-behoefte-artikels/Ik_ben_18_wat_nu.jpg/jcr:content/renditions/cq5dam.web.744.484.jpeg', '/content/dam/argenta/entry-points-behoefte-artikels/Jobstudent.jpg/jcr:content/renditions/cq5dam.web.744.484.jpeg', '/content/dam/argenta/foto/shopping/shopping-jonge-vrouwen-kleding-1500x1000.jpg/jcr:content/renditions/cq5dam.web.744.484.jpeg', '/content/dam/argenta/iconen/foundations/autoverzekering_schild.png', '/content/dam/argenta/foto/werk/jonge-vrouw-laptop-bureau-oung-woman-using-laptop-while-working-or-studying.jpeg/_jcr_content/renditions/cq5dam.web.216.73.jpeg', '/content/dam/argenta/foto/shopping/schoenen-winkel-jonge-vrouw-1500x1001.jpg/_jcr_content/renditions/cq5dam.web.216.73.jpeg', '/content/dam/argenta/entry-points-behoefte-artikels/Eerste_keer_alleen_op_reis_1500x1000.jpg/_jcr_content/renditions/cq5dam.web.216.73.jpeg', '/content/dam/argenta/iconen/social-media/facebook-48.png', '/content/dam/argenta/iconen/social-media/linkedin-48.png', '/content/dam/argenta/iconen/play-store_48x48.png', '/content/dam/argenta/iconen/app-store_48x48.png']",1,32,3,0,0,0,1366,3357,#fdfdfd,"['#fdfdfd', '#e4e7e4', '#3b322e', '#75695d', '#afa598']",216.55,24.9,0.722,True
argenta__les-parents__fr__86a8879cc4,Argenta,https://www.argenta.be/fr/thema/les-jeunes/les-parents.html,fr,assets_table_fuzzy_match,0.815,argenta_les-parents-html,argenta_les-parents-html.html,les-parents-html,5,20,0,1176,147,True,"['/etc.clientlibs/argenta/clientlibs/clientlib-site/resources/img/argenta-logo.svg', '/content/dam/argenta/iconen/social-media/facebook-48.png', '/content/dam/argenta/iconen/social-media/linkedin-48.png', '/content/dam/argenta/iconen/play-store_48x48.png', '/content/dam/argenta/iconen/app-store_48x48.png']",1,24,9,0,0,0,1366,3451,#fcfcfc,"['#fcfcfc', '#b4a38d', '#7c7358', '#33382c', '#d5d2cb']",213.31,28.11,0.673,True
argenta__meer-dan-de-helft-van-de-jongeren-bespreekt-geldzaken-met-vrienden__en__a56298e772,Argenta,https://www.argenta.be/nl/over-argenta/persberichten/meer-dan-de-helft-van-de-jongeren-bespreekt-geldzaken-met-vrienden.html,en,assets_table_fuzzy_match,0.964,argenta_meer-dan-de-helft-van-de-jongeren-bespreekt-geldzaken-met-vrienden-html,argenta_meer-dan-de-helft-van-de-jongeren-bespreekt-geldzaken-met-vrienden-html.html,meer-dan-de-helft-van-de-jongeren-bespreekt-geldzaken-met-vrienden-html,6,19,0,1784,140,True,"['/etc.clientlibs/argenta/clientlibs/clientlib-site/resources/img/argenta-logo.svg', '/content/dam/argenta/iconen/social-media/facebook-48.png', '/content/dam/argenta/iconen/social-media/instagram-48.png', '/content/dam/argenta/iconen/social-media/linkedin-48.png', '/content/dam/argenta/iconen/play-store_48x48.png', '/content/dam/argenta/iconen/app-store_48x48.png']",1,28,3,0,0,0,1366,3537,#fefefe,"['#fefefe', '#f0f0f0', '#e5e6e6', '#d5d7d7', '#9dada6']",247.73,17.83,0.941,True
argenta__ouders__nl__715048f508,Argenta,https://www.argenta.be/nl/thema/jongeren/ouders.html,nl,assets_table_fuzzy_match,0.706,argenta_ouders-html,argenta_ouders-html.html,ouders-html,6,20,0,996,149,True,"['/etc.clientlibs/argenta/clientlibs/clientlib-site/resources/img/argenta-logo.svg', '/content/dam/argenta/iconen/social-media/facebook-48.png', '/content/dam/argenta/iconen/social-media/instagram-48.png', '/content/dam/argenta/iconen/social-media/linkedin-48.png', '/content/dam/argenta/iconen/play-store_48x48.png', '/content/dam/argenta/iconen/app-store_48x48.png']",1,24,9,0,0,0,1366,3363,#fcfcfc,"['#fcfcfc', '#797157', '#b4a48d', '#31362b', '#d4d2cb']",213.1,27.75,0.672,True
argenta__que-devez-vous-savoir-en-tant-qu-etudiant-jobiste__fr__95596b69e6,Argenta,https://www.argenta.be/fr/argenta-vous-informe/que-devez-vous-savoir-en-tant-qu-etudiant-jobiste.html,fr,assets_table_fuzzy_match,0.951,argenta_que-devez-vous-savoir-en-tant-qu-etudiant-jobiste-html,argenta_que-devez-vous-savoir-en-tant-qu-etudiant-jobiste-html.html,que-devez-vous-savoir-en-tant-qu-etudiant-jobiste-html,12,20,0,1658,150,True,"['/etc.clientlibs/argenta/clientlibs/clientlib-site/resources/img/argenta-logo.svg', '/adobe/dynamicmedia/deliver/dm-aid--5c696b90-39bd-4db8-a3d1-774665aeb31d/jobstudent.jpg?preferwebp=true&quality=80', '/content/dam/argenta/iconen/social-media/facebook-48.png', '/content/dam/argenta/iconen/social-media/linkedin-48.png', '/content/dam/argenta/iconen/play-store_48x48.png', '/content/dam/argenta/iconen/app-store_48x48.png']",1,25,6,0,0,0,1366,4633,#fefefe,"['#fefefe', '#edeeee', '#b0afad', '#7b7d73', '#313533']",236.84,16.26,0.846,True
argenta__sparen-of-beleggen-voor-je-kind__nl__77ee03c15b,Argenta,https://www.argenta.be/nl/thema/jongeren/ouders/sparen-of-beleggen-voor-je-kind.html,nl,assets_table_fuzzy_match,0.925,argenta_sparen-of-beleggen-voor-je-kind-html,argenta_sparen-of-beleggen-voor-je-kind-html.html,sparen-of-beleggen-voor-je-kind-html,6,23,0,1884,152,True,"['/etc.clientlibs/argenta/clientlibs/clientlib-site/resources/img/argenta-logo.svg', '/content/dam/argenta/iconen/social-media/facebook-48.png', '/content/dam/argenta/iconen/social-media/instagram-48.png', '/content/dam/argenta/iconen/social-media/linkedin-48.png', '/content/dam/argenta/iconen/play-store_48x48.png', '/content/dam/argenta/iconen/app-store_48x48.png']",1,27,11,0,0,0,1366,4997,#fdfdfd,"['#fdfdfd', '#e1e3e1', '#747762', '#28503b', '#a8aca1']",220.89,33.47,0.746,True
argenta__stage-job-etudiant__fr__b3c52ee660,Argenta,https://www.argenta.be/fr/travailler-chez-argenta/stage-job-etudiant.html,fr,assets_table_fuzzy_match,0.878,argenta_stage-job-etudiant-html,argenta_stage-job-etudiant-html.html,stage-job-etudiant-html,1,11,0,998,26,True,['/etc.clientlibs/argenta/clientlibs/clientlib-site/resources/img/argenta-logo.svg'],1,7,5,0,0,0,1366,2742,#fdfdfd,"['#fdfdfd', '#dae5e1', '#575656', '#211e1e', '#95928c']",225.11,17.05,0.774,True
argenta__traineeship-stage-studentenjob__nl__0e316a30bc,Argenta,https://www.argenta.be/nl/werken-bij-argenta/traineeship-stage-studentenjob.html,nl,assets_table_fuzzy_match,0.923,argenta_traineeship-stage-studentenjob-html,argenta_traineeship-stage-studentenjob-html.html,traineeship-stage-studentenjob-html,1,11,0,875,26,True,['/etc.clientlibs/argenta/clientlibs/clientlib-site/resources/img/argenta-logo.svg'],1,7,5,0,0,0,1366,2767,#fdfdfd,"['#fdfdfd', '#dce7e2', '#595858', '#211f1e', '#98958f']",226.13,16.28,0.787,True
argenta__wat-je-moet-weten-als-jobstudent__nl__fc13af3a26,Argenta,https://www.argenta.be/nl/argenta-informeert/wat-je-moet-weten-als-jobstudent.html,nl,assets_table_fuzzy_match,0.928,argenta_wat-je-moet-weten-als-jobstudent-html,argenta_wat-je-moet-weten-als-jobstudent-html.html,wat-je-moet-weten-als-jobstudent-html,13,20,1,1432,152,True,"['/etc.clientlibs/argenta/clientlibs/clientlib-site/resources/img/argenta-logo.svg', '/adobe/dynamicmedia/deliver/dm-aid--5c696b90-39bd-4db8-a3d1-774665aeb31d/jobstudent.jpg?preferwebp=true&quality=80', '/content/dam/argenta/iconen/social-media/facebook-48.png', '/content/dam/argenta/iconen/social-media/instagram-48.png', '/content/dam/argenta/iconen/social-media/linkedin-48.png', '/content/dam/argenta/iconen/play-store_48x48.png', '/content/dam/argenta/iconen/app-store_48x48.png']",1,24,7,0,0,0,1366,4605,#fdfdfd,"['#fdfdfd', '#eaeceb', '#b1b0ac', '#7a7c72', '#343a36']",234.29,17.48,0.825,True
belfius__betaalrekening-voor-jongeren__nl__2db666014e,Belfius,https://www.belfius.be/site/retail/nl/producten/betalen/betaalrekening-voor-jongeren,nl,assets_table_fuzzy_match,1.0,belfius_betaalrekening-voor-jongeren,belfius_betaalrekening-voor-jongeren.html,betaalrekening-voor-jongeren,10,23,0,1021,58,True,"['/site/assets/Logo.svg', 'https://cdn-mobile.digital.belfius.be/images/www/retail/products/payments/accounts-for-young/2608_BEL_BackToSchool_960x960px-1-_1_.webp', 'https://cdn-mobile.digital.belfius.be/images//www/retail/products/payments/accounts-for-young/retail-betaalrekening-voor-jongeren-meb-01V2.webp', 'https://cdn-mobile.digital.belfius.be/images//www/retail/products/payments/accounts-for-young/retail-betaalrekening-voor-jongeren-meb-02.webp', 'https://cdn-mobile.digital.belfius.be/images//www/retail/products/payments/accounts-for-young/retail-betaalrekening-voor-jongeren-meb-03V2.webp', 'https://cdn-mobile.digital.belfius.be/images//www/retail/products/payments/accounts-for-young/retail-betaalrekening-voor-jongeren-meb-04.webp', 'https://cdn-mobile.digital.belfius.be/images//www/retail/products/payments/accounts-for-young/retail-betaalrekening-voor-jongeren-car-01.webp', '/site/assets/BelfiusLogo.svg', '/ot/consent/16da398b-df61-49ba-afb8-25381fb4be42/91c66db3-cbad-4dfd-a526-51885cedc430/logos/677856f3-3ef7-42bb-a85b-2f2f97fb0f2d/01954255-67c2-7605-9102-aafe6ce4f576/175fa8d6-c840-422d-96f5-05996a2b3e77/b.png', '/ot/consent/16da398b-df61-49ba-afb8-25381fb4be42/91c66db3-cbad-4dfd-a526-51885cedc430/logos/static/powered_by_logo.svg']",1,5,8,4,0,0,1366,5920,#fefefe,"['#fefefe', '#291c29', '#c70e49', '#d3c5c3', '#927c72']",199.55,50.44,0.733,True
belfius__compte-bancaire-pour-jeunes__fr__5ca90c8257,Belfius,https://www.belfius.be/site/retail/fr/produits/paiement/compte-bancaire-pour-jeunes,fr,assets_table_fuzzy_match,1.0,belfius_compte-bancaire-pour-jeunes,belfius_compte-bancaire-pour-jeunes.html,compte-bancaire-pour-jeunes,10,23,0,1192,58,True,"['/site/assets/Logo.svg', 'https://cdn-mobile.digital.belfius.be/images/www/retail/products/payments/accounts-for-young/2608_BEL_BackToSchool_960x960px-1-_1_.webp', 'https://cdn-mobile.digital.belfius.be/images//www/retail/products/payments/accounts-for-young/retail-betaalrekening-voor-jongeren-meb-01V2.webp', 'https://cdn-mobile.digital.belfius.be/images//www/retail/products/payments/accounts-for-young/retail-betaalrekening-voor-jongeren-meb-02.webp', 'https://cdn-mobile.digital.belfius.be/images//www/retail/products/payments/accounts-for-young/retail-betaalrekening-voor-jongeren-meb-03V2.webp', 'https://cdn-mobile.digital.belfius.be/images//www/retail/products/payments/accounts-for-young/retail-betaalrekening-voor-jongeren-meb-04.webp', 'https://cdn-mobile.digital.belfius.be/images//www/retail/products/payments/accounts-for-young/retail-betaalrekening-voor-jongeren-car-01.webp', '/site/assets/BelfiusLogo.svg', '/ot/consent/16da398b-df61-49ba-afb8-25381fb4be42/91c66db3-cbad-4dfd-a526-51885cedc430/logos/677856f3-3ef7-42bb-a85b-2f2f97fb0f2d/01954255-67c2-7605-9102-aafe6ce4f576/175fa8d6-c840-422d-96f5-05996a2b3e77/b.png', '/ot/consent/16da398b-df61-49ba-afb8-25381fb4be42/91c66db3-cbad-4dfd-a526-51885cedc430/logos/static/powered_by_logo.svg']",1,5,8,4,0,0,1366,6000,#fefefe,"['#fefefe', '#2b1d2a', '#c70e4a', '#e0d2d1', '#a68480']",200.33,49.83,0.737,True
belfius__index__nl__4bd9ae02f7,Belfius,https://www.belfius.be/retail/nl/sleutelmomenten/kinderen/onafhankelijkheid/buitenlandse-studies/bekostigen/index.aspx,nl,assets_table_fuzzy_match,0.667,belfius_index-aspx,belfius_index-aspx.html,index-aspx,0,0,0,88,2,True,[],2,0,0,0,0,0,1366,900,#fefefe,"['#fefefe', '#f1f1f1', '#dee0e1', '#cbcccc', '#a9b4ba']",253.3,8.31,0.984,True
